id,abstract,authorships.author.display_name,authorships.author.id,authorships.author.orcid,authorships.countries,authorships.institutions.display_name,authorships.institutions.id,authorships.is_corresponding,best_oa_location.license,cited_by_count,corresponding_institution_ids,display_name,doi,funders.display_name,fwci,ids.pmid,is_retracted,language,open_access.is_oa,open_access.oa_status,primary_location.source.display_name,primary_location.source.id,primary_location.source.issn_l,primary_location.source.type,primary_topic.display_name,publication_date,publication_year,type
https://openalex.org/W2116826374,"With the increase of people&amp;amp;apos;s need for energy, electrical energy transmission has become a very important issue as well as electrical power generation. One of the most important problems in energy transmission is finding the best route in a very complex study area. To date, many people from different disciplines have come together to find the best routes by manual methods like using paper maps and deciding which route is the least-cost path (LCP) to the destination point. Today it is known that, in engineering problems, and especially in path-finding or site-placing problems, the Geographic Information System (GIS) is the most powerful tool. On the other hand, as finding the best route is a very complicated problem and many criteria should be considered, including slope, landslide, road/railway/pipeline crossing, ice zones, distances to roads, national parks, archaeological areas, residential areas forests, and river crossings, multicriteria decision methods like the analytic hierarchy process (AHP) and fuzzy analytic hierarchy process (FAHP) should be used to make the most accurate decisions. In this study, the AHP and FAHP are used to weight criteria relevant to energy transmission line (ETL) routing. According to the criteria, digital maps of the sample study area are edited, weighted, converted to raster-based format, and gathered using the Environmental Systems Research Institute&amp;amp;apos;s ArcGIS Desktop 10 software. After generation of the weighted surface map, the LCP tool is used to find the best route. By selecting different start and end points in the sample study area, accuracy and performance of the best routes according to the LCP algorithm are assessed and some problems of the routes for ETL routing are presented. With this study, mistakes by manual methods will decrease in ETL routing and other routing problems.",Hasan Eroğlu|Musa Aydın,https://openalex.org/A5068356216|https://openalex.org/A5083787764,https://orcid.org/0000-0002-7233-5569|https://orcid.org/0000-0002-5825-2230,|,,,True|False,,38,,"Optimization of electrical power transmission lines' routing using AHP, fuzzy AHP, and GIS",https://doi.org/10.3906/elk-1211-59,,11.66600721,,False,en,True,bronze,TURKISH JOURNAL OF ELECTRICAL ENGINEERING & COMPUTER SCIENCES,https://openalex.org/S32837994,1300-0632,journal,Soil and Land Suitability Analysis,2015-01-01,2015,article
https://openalex.org/W2054938668,,Wuttinan Nunkaew|Busaba Phruksaphanrat|Sio-Iong Ao|Hideki Katagir|Li Xu|Alan H. S. Chan,https://openalex.org/A5080566011|https://openalex.org/A5018204443|https://openalex.org/A5109880026|https://openalex.org/A5066851891|https://openalex.org/A5108275642|https://openalex.org/A5058159907,https://orcid.org/0009-0003-4577-0981|https://orcid.org/0000-0002-3600-2943||||https://orcid.org/0000-0002-7541-3163,TH|||||,Thammasat University|||||,https://openalex.org/I108108428|||||,True|False|False|False|False|False,,4,https://openalex.org/I108108428,A Fuzzy Goal Programming for a Multi-Depot Distribution Problem,https://doi.org/10.1063/1.3510546,Thailand Research Fund|Commission on Higher Education,0.70929606,,False,en,False,closed,AIP conference proceedings,https://openalex.org/S2764696622,0094-243X,journal,Optimization and Mathematical Programming,2010-01-01,2010,article
https://openalex.org/W2282985644,,Mudita Upmanyu|Ratnesh R. Saxena,https://openalex.org/A5064833569|https://openalex.org/A5025991329,|https://orcid.org/0000-0001-9622-0814,IN|IN,University of Delhi|Deen Dayal Upadhyay Hospital|University of Delhi,https://openalex.org/I110166357|https://openalex.org/I4210095530|https://openalex.org/I110166357,True|False,,10,https://openalex.org/I110166357,On solving a multiobjective fixed charge problem with imprecise fractional objectives,https://doi.org/10.1016/j.asoc.2015.10.008,"Council of Scientific and Industrial Research, India",0.31660115,,False,en,False,closed,Applied Soft Computing,https://openalex.org/S140556538,1568-4946,journal,Optimization and Mathematical Programming,2015-11-22,2015,article
https://openalex.org/W3037655572,"Purpose This paper addresses a location-routing problem (LRP) under uncertainty for providing emergency medical services (EMS) during disasters, which is formulated using a robust optimization (RO) approach. The objectives consist of minimizing relief time and the total cost including location costs and the cost of route coverage by the vehicles (ambulances and helicopters). Design/methodology/approach A shuffled frog leaping algorithm (SFLA) is developed to solve the problem and the performance is assessed using both the ε-constraint method and NSGA-II algorithm. For a more accurate validation of the proposed algorithm, the four indicators of dispersion measure (DM), mean ideal distance (MID), space measure (SM), and the number of Pareto solutions (NPS) are used. Findings The results obtained indicate the efficiency of the proposed algorithm within a proper computation time compared to the CPLEX solver as an exact method. Research limitations/implications In this study, the planning horizon is not considered in the model which can affect the value of parameters such as demand. Moreover, the uncertain nature of the other parameters such as traveling time is not incorporated into the model. Practical implications The outcomes of this research are helpful for decision-makers for the planning and management of casualty transportation under uncertain environment. The proposed algorithm can obtain acceptable solutions for real-world cases. Originality/value A novel robust mixed-integer linear programming (MILP) model is proposed to formulate the problem as a LRP. To solve the problem, two efficient metaheuristic algorithms were developed to determine the optimal values of objectives and decision variables.",Hesam Adarang|Ali Bozorgi-Amiri|Kaveh Khalili‐Damghani|Reza Tavakkoli‐Moghaddam,https://openalex.org/A5052812994|https://openalex.org/A5020261078|https://openalex.org/A5057486515|https://openalex.org/A5032511721,|https://orcid.org/0000-0002-1180-9572|https://orcid.org/0000-0002-2338-1673|https://orcid.org/0000-0002-6757-926X,IR|IR|IR|IR,Islamic Azad University South Tehran Branch|University of Tehran|Islamic Azad University South Tehran Branch|University of Tehran,https://openalex.org/I136830121|https://openalex.org/I23946033|https://openalex.org/I136830121|https://openalex.org/I23946033,True|False|False|False,,42,https://openalex.org/I136830121,A robust bi-objective location-routing model for providing emergency medical services,https://doi.org/10.1108/jhlscm-11-2018-0072,,5.13740285,,False,en,True,green,Journal of Humanitarian Logistics and Supply Chain Management,https://openalex.org/S4210172729,2042-6747,journal,Facility Location and Emergency Management,2020-06-21,2020,article
https://openalex.org/W2284762096,The routing problem for tanker-refuellers is considered. The tankers start at the bun-kering company and must serve several ships in different ports. In principle the modeling and algorithmic approaches for capacitated vehicle routing problems can be used. Since the demands of the ships are uncertain and vague they are modeled using fuzzy sets. The first compromise solution can interactively be modified to meet the decision makers requirements with respect to the different criteria. The re-sults are demonstrated using a small example. 1.,Brigitte Werners|Yuriy Kondratenko,https://openalex.org/A5073363112|https://openalex.org/A5088213581,https://orcid.org/0000-0001-7684-9279|https://orcid.org/0000-0001-7736-883X,|,,,True|False,,3,,TANKER ROUTING PROBLEM WITH FUZZY DEMANDS OF SERVED SHIPS,,,0.0,,False,en,True,green,The scientific electronic library of periodicals of the National Academy of Sciences of Ukraine (National Academy of Sciences of Ukraine),https://openalex.org/S4306401959,,repository,Vehicle Routing Optimization Methods,2010-10-07,2010,article
https://openalex.org/W3196786687,"Purpose Due to the randomness and unpredictability of many disasters, it is essential to be prepared to face difficult conditions after a disaster to reduce human casualties and meet the needs of the people. After the disaster, one of the most essential measures is to deliver relief supplies to those affected by the disaster. Therefore, this paper aims to assign demand points to the warehouses as well as routing their related relief vehicles after a disaster considering convergence in the border warehouses. Design/methodology/approach This research proposes a multi-objective, multi-commodity and multi-period queueing-inventory-routing problem in which a queuing system has been applied to reduce the congestion in the borders of the affected zones. To show the validity of the proposed model, a small-size problem has been solved using exact methods. Moreover, to deal with the complexity of the problem, a metaheuristic algorithm has been utilized to solve the large dimensions of the problem. Finally, various sensitivity analyses have been performed to determine the effects of different parameters on the optimal response. Findings According to the results, the proposed model can optimize the objective functions simultaneously, in which decision-makers can determine their priority according to the condition by using the sensitivity analysis results. Originality/value The focus of the research is on delivering relief items to the affected people on time and at the lowest cost, in addition to preventing long queues at the entrances to the affected areas.",Mahdieh Masoumi|Amir Aghsami|Mohammad Alipour‐Vaezi|Fariborz Jolai|Behdad Esmailifar,https://openalex.org/A5018193646|https://openalex.org/A5033218613|https://openalex.org/A5020993201|https://openalex.org/A5019047127|https://openalex.org/A5049982700,https://orcid.org/0000-0002-6621-8526|https://orcid.org/0000-0003-0175-2979|https://orcid.org/0000-0002-7529-1848|https://orcid.org/0000-0003-0824-8513|,IR|IR|IR|IR|IR,University of Tehran|University of Tehran|University of Tehran|University of Tehran|University of Tehran,https://openalex.org/I23946033|https://openalex.org/I23946033|https://openalex.org/I23946033|https://openalex.org/I23946033|https://openalex.org/I23946033,True|False|False|False|False,cc-by,30,https://openalex.org/I23946033,An M/M/C/K queueing system in an inventory routing problem considering congestion and response time for post-disaster humanitarian relief: a case study,https://doi.org/10.1108/jhlscm-12-2020-0119,,6.24991618,,False,en,True,green,Journal of Humanitarian Logistics and Supply Chain Management,https://openalex.org/S4210172729,2042-6747,journal,Facility Location and Emergency Management,2021-08-30,2021,article
https://openalex.org/W2181423316,,Rajkiran Bramhane|Arun Arora|H.S. Sharath Chandra,https://openalex.org/A5068047055|https://openalex.org/A5104149424|https://openalex.org/A5024813336,||,||,,,True|False|False,,7,,SIMULATION OF FLEXIBLE MANUFACTURING SYSTEM USING ADAPTIVE NEURO FUZZY HYBRID STRUCTURE FOR EFFICIENT JOB SEQUENCING AND ROUTING,,,1.18904867,,False,en,False,closed,,,,,Scheduling and Optimization Algorithms,2014-01-01,2014,article
https://openalex.org/W3201296837,"To identify the impact of low-carbon policies on the location-routing problem (LRP) with cargo splitting (LRPCS), this paper first constructs the bi-level programming model of LRPCS. On this basis, the bi-level programming models of LRPCS under four low-carbon policies are constructed, respectively. The upper-level model takes the engineering construction department as the decision-maker to decide on the distribution center’s location. The lower-level model takes the logistics and distribution department as the decision-maker to make decisions on the vehicle distribution route’s scheme. Secondly, the hybrid algorithm of Ant Colony Optimization and Tabu Search (ACO-TS) is designed, and an example is introduced to verify the model’s and algorithm’s effectiveness. Finally, multiple sets of experiments are designed to explore the impact of various low-carbon policies on the decision-making of the LRPCS. The experimental results show that the influence of the carbon tax policy is the greatest, the carbon trading and carbon offset policy have a certain impact on the decision-making of the LRPCS, and the influence of the emission cap policy is the least. Based on this, we provide the relevant low-carbon policies advice and management implications.",Cong Wang|Zhongxiu Peng|XU Xi-jun,https://openalex.org/A5070653957|https://openalex.org/A5030617980|https://openalex.org/A5076656275,https://orcid.org/0000-0001-6429-8799||https://orcid.org/0000-0002-5843-7729,CN|CN|CN,Dalian Maritime University|Southeast University|Dalian Maritime University|Dalian Maritime University,https://openalex.org/I43313876|https://openalex.org/I76569877|https://openalex.org/I43313876|https://openalex.org/I43313876,True|False|False,cc-by,13,https://openalex.org/I43313876|https://openalex.org/I76569877,A Bi-Level Programming Approach to the Location-Routing Problem with Cargo Splitting under Low-Carbon Policies,https://doi.org/10.3390/math9182325,Natural Science Foundation of Liaoning Province|Jiangsu Planned Projects for Postdoctoral Research Funds,1.51382908,,False,en,True,gold,Mathematics,https://openalex.org/S4210192031,2227-7390,journal,Vehicle Routing Optimization Methods,2021-09-19,2021,article
https://openalex.org/W4392078886,"The dramatic growth of online shopping worldwide in the last few years generated negative consequences for local small retailers who do not adopt information technologies. Furthermore, the e-commerce sector is considered a good opportunity to develop sustainable logistic processes. To reach this goal, the proposed paper presents a mathematical model and a metaheuristic algorithm to solve a multi-objective capacitated vehicle routing problem (CVRP) distinguished by economic, green, and ethical objective functions. The proposed algorithm is a multi-objective simulated annealing (MOSA) that is implemented in a software architecture and validated with real-world instances that differ for the product type delivered and the geographic distribution of customers. The main result of each test is a tri-dimensional Pareto front, i.e., a decision-support system for practitioners in selecting the best solution according to their needs. From these fronts, it can be observed that if the economic and environmental performances slightly deteriorate by 1.6% and 4.5%, respectively, the social one improves by 19.4%. Furthermore, the developed MOSA shows that the environmental and social objective functions depend on the product dimensions and the geographic distribution of customers. Regarding the former aspect, this paper reports that, counter-intuitively, the metabolic energy consumption per driver decreases with bigger products because the number of necessary vehicles (and drivers) increases, and, thus, the workload is divided among more employees. Regarding the geographic distribution, this manuscript illustrates that, despite similar traveled distances, highly variable altitudes cause more carbon emissions compared to flat distributions. Finally, this contribution shows that delivering small goods decreases the distance that vehicles travel empty by 59%, with a consequent cost reduction of 16%.",Francesco Pilati|Riccardo Tronconi,https://openalex.org/A5079095675|https://openalex.org/A5040357704,https://orcid.org/0000-0002-6085-0985|,IT|IT,University of Trento|University of Trento,https://openalex.org/I193223587|https://openalex.org/I193223587,True|False,cc-by,7,https://openalex.org/I193223587,Tri-Objective Vehicle Routing Problem to Optimize the Distribution Process of Sustainable Local E-Commerce Platforms,https://doi.org/10.3390/su16051810,,2.79503942,,False,en,True,gold,Sustainability,https://openalex.org/S10134376,2071-1050,journal,Transportation and Mobility Innovations,2024-02-22,2024,article
https://openalex.org/W3196169810,"Optimal route problem is one of the utmost important complications in network theory. The network used in this study is Wearable Biomedical Wireless Sensor Networks (WBWSN) which communicates the signals by attaching it to the patient’s body to the health monitoring station. In this paper, the Pascal’s Triangle Graded Mean (PTGM) are occupied beside the edges of Pascal’s triangle and it gives fuzzy triangular form which in turn converted to trident form. The objective of this study is to obtain the optimal route from the base node to the end node for packet routing for the decision maker in order to choose correct route and the optimal solution as the minimum cost in less time. Finding the optimal path routing through trident form in WBWSN to direct the packets from the wearable sensors as the base node to the health monitoring system as the end node.",M. Geethalakshmi|Kanimozhiraman|Jose Anand|R. Partheepan|S. Santhosh,https://openalex.org/A5085654153|https://openalex.org/A5048229048|https://openalex.org/A5056566865|https://openalex.org/A5037350354|https://openalex.org/A5085010852,||https://orcid.org/0009-0004-0989-7093||,||||,,,True|False|False|False|False,,16,,Optimal Routing Path using Trident Form in Wearable Biomedical Wireless Sensor Networks,,,2.48447634,,False,en,True,green,Turkish Online Journal of Qualitative Inquiry,https://openalex.org/S2736657409,1309-6591,journal,Energy Efficient Wireless Sensor Networks,2021-08-18,2021,article
https://openalex.org/W2026589647,,Leon N. Cooper,https://openalex.org/A5109971261,,,,,True,,532,,Heuristic Methods for Location-Allocation Problems,https://doi.org/10.1137/1006005,National Science Foundation,17.70851063,,False,en,False,closed,SIAM Review,https://openalex.org/S160107561,0036-1445,journal,Advanced Manufacturing and Logistics Optimization,1964-01-01,1964,article
https://openalex.org/W4223655339,"To solve the location-routing problem of maritime emergency materials distribution (MEMD-LRP) of multi-agent joint decision, a bi-level programming model of MEMD-LRP is constructed. The model is established on the premise of considering the rescue time window and emergency materials distribution priority, aiming at the strong regional characteristics of maritime accidents, strong timeliness of maritime rescue, great difficulty of rescue, high cost of rescue, and so on. From the point of view of the emergency management department, the upper level makes the location decision to minimize the construction cost of the shore-based emergency materials reserves and the time satisfaction loss cost of the accident point. From the point of view of the commercial rescue unit, the lower level plans the routes by minimizing the cost of emergency material distribution, ship transportation, ship dispatch, and time penalty. A hybrid algorithm of the ant colony and tabu search is designed to solve the model, and an example is designed and analyzed based on the case of the Bohai Sea to verify the effectiveness of the model and algorithm. Modeling and algorithm design based on bi-level programming can help decision-makers at different levels in maritime emergency logistics systems to make more scientific and reasonable decisions to improve the service capability of the maritime emergency logistics system.",Zhongxiu Peng|Cong Wang|Wenqing Xu|Jinsong Zhang,https://openalex.org/A5030617980|https://openalex.org/A5100390502|https://openalex.org/A5103986495|https://openalex.org/A5052176517,|https://orcid.org/0000-0002-8222-2867||https://orcid.org/0000-0002-1603-3136,CN|CN|CN|CN,Dalian Maritime University|Southeast University|Dalian Maritime University|Dalian Maritime University|Dalian Maritime University,https://openalex.org/I43313876|https://openalex.org/I76569877|https://openalex.org/I43313876|https://openalex.org/I43313876|https://openalex.org/I43313876,False|True|False|False,cc-by,20,https://openalex.org/I43313876|https://openalex.org/I76569877,Research on Location-Routing Problem of Maritime Emergency Materials Distribution Based on Bi-Level Programming,https://doi.org/10.3390/math10081243,Natural Science Foundation of Liaoning Province|Jiangsu Planned Projects for Postdoctoral Research Funds,4.87101246,,False,en,True,gold,Mathematics,https://openalex.org/S4210192031,2227-7390,journal,Facility Location and Emergency Management,2022-04-10,2022,article
https://openalex.org/W3166105598,,Lei Li|Zaher Al Chami|Hervé Manier|Marié-Ange Manier|Jian Xue,https://openalex.org/A5067007478|https://openalex.org/A5073139231|https://openalex.org/A5022459090|https://openalex.org/A5017401001|https://openalex.org/A5108749562,https://orcid.org/0000-0001-7091-5327|https://orcid.org/0000-0001-6297-700X|https://orcid.org/0000-0001-8246-2572|https://orcid.org/0000-0002-7958-5210|https://orcid.org/0000-0002-0969-6302,CN|FR|FR|FR|CN,Shaanxi University of Science and Technology|Fives (France)|Centre National de la Recherche Scientifique|Franche-Comté Électronique Mécanique Thermique et Optique - Sciences et Technologies|Université de technologie de belfort-montbéliard||Centre National de la Recherche Scientifique|Franche-Comté Électronique Mécanique Thermique et Optique - Sciences et Technologies|Université de technologie de belfort-montbéliard||Shaanxi University of Science and Technology,https://openalex.org/I51622183|https://openalex.org/I4210163078|https://openalex.org/I1294671590|https://openalex.org/I2802759292|https://openalex.org/I37553959|https://openalex.org/I4407990293|https://openalex.org/I1294671590|https://openalex.org/I2802759292|https://openalex.org/I37553959|https://openalex.org/I4407990293|https://openalex.org/I51622183,True|False|False|False|False,,21,https://openalex.org/I51622183,Incorporating fuel delivery in network design for hydrogen fueling stations: Formulation and two metaheuristic approaches,https://doi.org/10.1016/j.tre.2021.102384,China Scholarship Council|Shaanxi University of Science and Technology,1.37522134,,False,en,False,closed,Transportation Research Part E Logistics and Transportation Review,https://openalex.org/S173966628,1366-5545,journal,Electric Vehicles and Infrastructure,2021-06-09,2021,article
https://openalex.org/W4390926746,,Yuhan Guo|Jinning Li|Linfan Xiao|Hamid Allaoui|Alok Choudhary|Lufang Zhang,https://openalex.org/A5036038098|https://openalex.org/A5101891747|https://openalex.org/A5108326765|https://openalex.org/A5086349258|https://openalex.org/A5101598829|https://openalex.org/A5043110913,https://orcid.org/0000-0002-6855-0338|https://orcid.org/0000-0003-4024-1944||https://orcid.org/0000-0001-7844-5796|https://orcid.org/0000-0003-0197-9970|https://orcid.org/0009-0004-0324-6644,CN|CN|SG|FR|GB|CN,"Zhejiang University of Science and Technology|Sun Yat-sen University|National University of Singapore|Université d'Artois|Laboratoire d'Automatique, Génie Informatique et Signal|University of Warwick|Zhejiang University of Science and Technology",https://openalex.org/I168879160|https://openalex.org/I157773358|https://openalex.org/I165932596|https://openalex.org/I44563897|https://openalex.org/I4210143894|https://openalex.org/I39555362|https://openalex.org/I168879160,True|False|False|False|False|False,,21,https://openalex.org/I168879160,Efficient inventory routing for Bike-Sharing Systems: A combinatorial reinforcement learning framework,https://doi.org/10.1016/j.tre.2024.103415,,23.65830086,,False,en,False,closed,Transportation Research Part E Logistics and Transportation Review,https://openalex.org/S173966628,1366-5545,journal,Urban Transport and Accessibility,2024-01-16,2024,article
https://openalex.org/W3198901053,,Mahmoud Golabi|Mazyar Ghadiri Nejad,https://openalex.org/A5040316251|https://openalex.org/A5025300349,https://orcid.org/0000-0002-3314-2051|https://orcid.org/0000-0002-8207-2387,FR|,Université de Haute-Alsace|,https://openalex.org/I2800745255|,False|True,,13,,Intelligent and Fuzzy UAV Transportation Applications in Aviation 4.0,https://doi.org/10.1007/978-3-030-75067-1_19,,7.96653023,,False,en,False,closed,"Studies in systems, decision and control",https://openalex.org/S4210187899,2198-4182,book series,Vehicle Routing Optimization Methods,2021-08-26,2021,book-chapter
https://openalex.org/W2734906506,,Wuttinan Nunkaew|Busaba Phruksaphanrat,https://openalex.org/A5080566011|https://openalex.org/A5018204443,https://orcid.org/0009-0003-4577-0981|https://orcid.org/0000-0002-3600-2943,|,,,True|False,,3,,A Fuzzy Multiple Objective Decision Making Model for Solving a Multi-Depot Distribution Problem,,,1.62367967,,False,en,False,closed,,,,,Advanced Manufacturing and Logistics Optimization,2010-03-01,2010,article
https://openalex.org/W4367155936,"Emerging trends, driven by industry 4.0 and Big Data, are pushing to combine optimization techniques with Decision Support Systems (DSS). The use of DSS can reduce the risk of uncertainty of the decision-maker regarding the economic feasibility of a project and the technical design. Designing a DSS can be very hard, due to the inherent complexity of these types of systems. Therefore, monolithic software architectures are not a viable solution. This paper describes the DSS developed for an Italian company based on a micro-services architecture. In particular, the services handle geo-referenced information to solve a multi-trip vehicle routing problem with time windows. To face the problem, we follow a two-step approach. First, we generate a set of routes solving a vehicle routing problem with time windows using a metaheuristic algorithm. Second, we calculate the interval in which each route can start and end, and then combine the routes together, with an integer linear programming model, to minimize the number of used vehicles. Computational tests are conducted on real and random instances and prove the efficiency of the approach.",Mirko Cavecchia|Thiago Alves de Queiroz|Manuel Iori|Riccardo Lancellotti|Giorgio Zucchi,https://openalex.org/A5018391075|https://openalex.org/A5037484451|https://openalex.org/A5088224363|https://openalex.org/A5088261843|https://openalex.org/A5033043612,https://orcid.org/0000-0002-4129-9876|https://orcid.org/0000-0003-2674-3366|https://orcid.org/0000-0003-2097-6572|https://orcid.org/0000-0002-9470-8784|https://orcid.org/0000-0002-5459-7290,IT|BR|IT|IT|IT,University of Modena and Reggio Emilia|Universidade Federal de Catalão|University of Modena and Reggio Emilia|Ferrari (Italy)|University of Modena and Reggio Emilia|University of Modena and Reggio Emilia,https://openalex.org/I122346577|https://openalex.org/I4387156084|https://openalex.org/I122346577|https://openalex.org/I4210161797|https://openalex.org/I122346577|https://openalex.org/I122346577,True|False|False|False|False,cc-by-nc-nd,1,https://openalex.org/I122346577,A Decision Support System for Multi-Trip Vehicle Routing Problems,https://doi.org/10.5220/0011806600003467,Conselho Nacional de Desenvolvimento Científico e Tecnológico|Fundação de Amparo à Pesquisa do Estado de Goiás,0.28551373,,False,en,True,gold,,,,,Vehicle Routing Optimization Methods,2023-01-01,2023,article
https://openalex.org/W4389492154,"In urban logistics, the strategic placement of logistics centers significantly influences cost efficiency. This study explores optimal locations for establishing logistics centers within the Brčko District of Bosnia and Herzegovina. The methodology involves expert evaluations, employing linguistic values to assess criteria and alternatives. A fuzzy approach is utilized to translate these values into actionable data. The application of the fuzzy Logarithm Methodology of Additive Weights (LMAW) method was instrumental in ascertaining the significance of various location selection criteria. Amongst these, connectivity to multinodular transport emerged as paramount. Concurrently, the fuzzy Combined Compromise Solution (CoCoSo) method facilitated the ranking of potential sites, identifying the Brka-Gajine Zone as the most favorable. These findings were substantiated through a comparative and sensitivity analysis. Comparative analysis reinforced the CoCoSo method's alignment with results derived from the fuzzy Technique for Order Preference by Similarity to Ideal Solution (TOPSIS) method. Sensitivity analysis revealed fluctuations in the rankings of locations A2 and A5 across twelve scenarios. This research not only demonstrates the efficacy of fuzzy methodologies in urban logistics center location selection but also highlights the Brka-Gajine Zone's potential as a burgeoning business hub, poised to become a dominant force in logistics. The study's findings offer valuable insights for urban planning and logistics optimization, emphasizing the role of multidimensional assessment in such decision-making processes.",Adis Puška|Admir I. Beganović|Ilija Stojanović,https://openalex.org/A5071060610|https://openalex.org/A5032474539|https://openalex.org/A5068700749,https://orcid.org/0000-0003-3274-0188|https://orcid.org/0000-0002-1174-2355|https://orcid.org/0000-0002-9299-0384,|CH|AE,"|EU Business School, Geneva|American University in the Emirates",|https://openalex.org/I94179979|https://openalex.org/I91600406,True|False|False,cc-by,12,,Optimizing Logistics Center Location in Brčko District: A Fuzzy Approach Analysis,https://doi.org/10.56578/judm020305,,3.42616472,,False,en,True,hybrid,Journal of Urban Development and Management,https://openalex.org/S4387285038,2957-9589,journal,Maritime Ports and Logistics,2023-09-30,2023,article
https://openalex.org/W4360604340,,Xufei Liu|Sang Won Kim|Changhyun Kwon,https://openalex.org/A5103026075|https://openalex.org/A5061634904|https://openalex.org/A5031497042,https://orcid.org/0009-0003-0440-1661|https://orcid.org/0000-0002-5021-933X|https://orcid.org/0000-0001-8455-6396,CN|KR|KR|US,Zhejiang Gongshang University|Korea Advanced Institute of Science and Technology|University of South Florida|Korea Advanced Institute of Science and Technology,https://openalex.org/I75059550|https://openalex.org/I157485424|https://openalex.org/I2613432|https://openalex.org/I157485424,False|False|True,,15,https://openalex.org/I2613432|https://openalex.org/I157485424,An adaptive large neighborhood search method for rebalancing free-floating electric vehicle sharing systems,https://doi.org/10.1016/j.cor.2023.106220,National Research Foundation of Korea,2.45341798,,False,en,False,closed,Computers & Operations Research,https://openalex.org/S173256270,0305-0548,journal,Transportation and Mobility Innovations,2023-03-23,2023,article
https://openalex.org/W4386270908,"Machine learning has been adapted to help solve NP-hard combinatorial optimization problems. One prevalent way is learning to construct solutions by deep neural networks, which has been receiving more and more attention due to the high efficiency and less requirement for expert knowledge. However, many neural construction methods for Vehicle Routing Problems~(VRPs) focus on synthetic problem instances with specified node distributions and limited scales, leading to poor performance on real-world problems which usually involve complex and unknown node distributions together with large scales. To make neural VRP solvers more practical, we design an auxiliary policy that learns from the local transferable topological features, named local policy, and integrate it with a typical construction policy (which learns from the global information of VRP instances) to form an ensemble policy. With joint training, the aggregated policies perform cooperatively and complementarily to boost generalization. The experimental results on two well-known benchmarks, TSPLIB and CVRPLIB, of travelling salesman problem and capacitated VRP show that the ensemble policy significantly improves both cross-distribution and cross-scale generalization performance, and even performs well on real-world problems with several thousand nodes.",Chengrui Gao|Haopu Shang|Ke Xue|D. M. Li|Chao Qian,https://openalex.org/A5066363185|https://openalex.org/A5044206347|https://openalex.org/A5100751826|https://openalex.org/A5077738425|https://openalex.org/A5100639580,|https://orcid.org/0000-0002-8984-7771|https://orcid.org/0000-0001-6789-2670|https://orcid.org/0000-0001-6680-6451|https://orcid.org/0000-0002-3543-7507,||||,,,True|False|False|False|False,,2,,Towards Generalizable Neural Solvers for Vehicle Routing Problems via Ensemble with Transferrable Local Policy,https://doi.org/10.48550/arxiv.2308.14104,National Science Foundation|National Natural Science Foundation of China|National Science and Technology Major Project,,,False,en,True,green,arXiv (Cornell University),https://openalex.org/S4306400194,,repository,Traffic control and management,2023-08-27,2023,preprint
https://openalex.org/W2258287171,,"Pramot Srinoi|Shayan, Ebrahim|Fatemeh Ghotb",https://openalex.org/A5088938150||https://openalex.org/A5052691158,||,||,,,True|False|False,,8,,Scheduling of flexible manufacturing systems using fuzzy logic,,,,,False,en,False,closed,Swinburne Research Bank (Swinburne University of Technology),https://openalex.org/S4306401157,,repository,Hermeneutics and Narrative Identity,2002-01-01,2002,other
https://openalex.org/W4394938997,"In this research, we introduce a significant advancement in decision-making methodologies by proposing the Combine Compromise Solution Approach. This innovative method addresses the complexities inherent in multi-criteria decision-making scenarios, particularly in optimizing logistics within the oil and gas supply chain. Through our exploration of circular spherical fuzzy sets, we investigate various algebraic operations without detailing the research methodology. Our primary contribution lies in the practical application and effectiveness of the Combine Compromise Solution Approach, exemplified through a case study on logistics optimization. By presenting insights gleaned from this approach and conducting a comparative analysis against alternative methods, we demonstrate its utility and potential impact in real-world contexts. This research not only offers immediate practical solutions but also paves the way for future investigations into the broader applications of circular spherical fuzzy sets in decision-making processes, thus advancing the field significantly.",Qazi Adnan Ahmad|Shahzaib Ashraf|Muhammad Shakir Chohan|Bushra Batool|Qiang Ma,https://openalex.org/A5033860373|https://openalex.org/A5065100059|https://openalex.org/A5048677814|https://openalex.org/A5103080704|https://openalex.org/A5068936425,|https://orcid.org/0000-0002-8616-8829|https://orcid.org/0000-0001-6285-7980|https://orcid.org/0000-0002-5330-2067|https://orcid.org/0000-0003-0791-1731,CN|PK|PK|PK|CN,Shandong University of Science and Technology|Khwaja Fareed University of Engineering and Information Technology|Khwaja Fareed University of Engineering and Information Technology|University of Sargodha|Xinjiang Institute of Engineering|China University of Mining and Technology,https://openalex.org/I80143920|https://openalex.org/I4210102737|https://openalex.org/I4210102737|https://openalex.org/I160968435|https://openalex.org/I4210111575|https://openalex.org/I25757504,True|False|False|False|False,cc-by,10,https://openalex.org/I80143920,Extended CSF-CoCoSo Method: A Novel Approach for Optimizing Logistics in the Oil and Gas Supply Chain,https://doi.org/10.1109/access.2024.3390938,National Natural Science Foundation of China|Fundamental Research Funds for the Central Universities,9.56522696,,False,en,True,gold,IEEE Access,https://openalex.org/S2485537415,2169-3536,journal,Multi-Criteria Decision Making,2024-01-01,2024,article
